# time_start: 2026-05-10 13:09:40
# time_stop:  2026-05-10 13:09:47
CH 0, CH 8, CH 9
27, -341, 86072
22, -333, 86037
27, -130, 86033
18, -243, 86037
23, -231, 86042
27, -308, 86032
53, -288, 86055
37, -178, 86012
17, -384, 86039
19, -224, 85986
21, -170, 86028
8, -156, 86010
41, -361, 86032
46, -228, 85999
27, -205, 86011
14, -35, 86045
30, -346, 86054
13, -314, 85980
31, -191, 86036
41, -416, 86038
36, -263, 85989
31, -368, 86006
22, -266, 86010
21, -298, 86033
19, -98, 86071
18, -364, 86042
30, -319, 86032
43, -121, 86046
33, -85, 86025
20, -209, 86035
20, -217, 86033
20, -303, 86003
12, -427, 85983
36, -382, 86054
45, -258, 86051
26, -347, 86033
16, -185, 86041
23, -312, 86035
22, -276, 85994
22, -458, 86100
28, -52, 85994
46, -18, 86042
34, -99, 86046
18, -134, 86054
23, -160, 86040
31, -387, 86062
20, -115, 85996
33, -210, 86048
22, -393, 86004
21, -248, 86003
15, -285, 86065
32, -37, 86014
35, -251, 86028
26, -91, 86032
15, -48, 86024
28, -150, 85988
39, -192, 86038
14, -80, 85999
22, -231, 86041
22, -295, 86085
17, -432, 86058
33, -400, 86058
44, -204, 85986
25, -392, 86046
20, -386, 86026
19, -200, 85997
23, -384, 86029
24, -311, 85982
29, -163, 86020
24, -270, 86030
14, -128, 85979
31, -352, 86054
23, -311, 86030
27, -225, 86031
14, -250, 86042
43, -311, 86013
26, -369, 86035
19, -217, 86069
14, -137, 86053
27, -325, 86030
22, -380, 86020
27, -167, 86062
40, -214, 86065
38, -340, 86034
37, -154, 86031
27, -158, 86037
21, -196, 86061
19, -326, 86008
18, -169, 86011
19, -112, 86049
34, -300, 86066
43, -108, 86049
30, 62, 86073
18, -202, 86036
22, -239, 86023
18, -200, 86007
21, -249, 86015
32, -73, 86035
39, -179, 86037
28, -238, 86069
26, -249, 86051
25, -331, 86020
18, -300, 86025
22, -65, 86074
22, -235, 86037
32, -54, 86010
30, -149, 86041
22, -110, 86074
24, -215, 86038
16, -156, 85990
20, -59, 86066
26, -384, 86072
42, -312, 86027
34, -187, 86019
27, -227, 86042
24, -376, 86044
24, -333, 86058
20, 3, 85998
20, -28, 86042
24, -194, 86038
31, -394, 85996
29, -240, 86017
22, -199, 86034
25, -140, 86005
13, -262, 86026
22, -236, 86032
32, -461, 86034
30, -491, 86015
40, -8093, 86048
32, -463, 86077
20, 379, 86003
21, 925, 86059
33, 192, 86050
23, -420, 86035
23, -623, 86053
15, -510, 86063
27, -313, 86076
15, -392, 86030
27, -284, 86024
50, -491, 86041
36, 39, 86023
31, -530, 86022
22, -513, 86038
26, -173, 86000
19, -378, 86030
20, -951, 86073
15, -461, 86019
26, -306, 86102
44, -352, 85967
37, -854, 86038
15, -352, 86047
18, -463, 86047
13, -376, 85996
19, -327, 86043
34, -302, 85988
36, -417, 85994
29, -508, 85996
17, -569, 86060
22, -408, 86067
18, -56, 85997
13, -447, 86011
32, -413, 86047
44, -461, 86123
31, -98, 86052
18, -543, 86029
19, -552, 86033
33, -222, 86037
24, -248, 86057
21, -832, 86022
17, -162, 86053
19, -254, 86064
14, -568, 86008
25, -621, 85969
40, -463, 86007
32, -363, 86022
17, -196, 86024
22, -202, 86034
17, -766, 86044
17, -307, 85999
30, -444, 86014
41, -354, 86006
39, -1003, 86007
16, -404, 85954
24, -386, 86031
24, -50, 86006
25, -155, 86021
23, -585, 86004
44, -397, 86006
33, -254, 86014
16, -472, 86023
16, -361, 85978
25, -787, 86032
18, -266, 86017
32, -202, 86018
38, -277, 86041
31, -646, 85999
23, -621, 86057
12, -215, 86014
11, -390, 86013
19, -358, 86006
29, -302, 86031
43, -662, 86003
40, -186, 86031
24, -219, 86001
16, -267, 85951
15, -392, 85991
24, -577, 85988
19, -508, 86015
37, -309, 85978
46, -310, 86041
30, -394, 85972
28, -621, 86005
19, -465, 86004
13, -227, 86021
17, -283, 86013
39, -461, 86006
34, -325, 86008
19, -857, 85972
23, -477, 85975
33, -218, 86010
26, -33, 86041
32, -267, 86048
15, -362, 85994
18, -1054, 86003
23, -674, 86018
20, -208, 86020
26, -180, 86013
40, -398, 86040
31, -272, 85975
29, -647, 86008
29, -533, 85967
29, -215, 86037
19, -28, 86047
18, -86, 86004
12, -173, 85983
29, -167, 86025
40, -784, 85990
28, -417, 86005
13, -334, 86008
19, -89, 85986
24, -150, 86014
22, -245, 85976
32, -268, 85971
38, -700, 85991
27, -364, 85996
21, -395, 85978
23, -203, 85985
22, -391, 86051
13, -338, 85997
36, -362, 86036
35, -522, 85996
18, -459, 85989
23, -455, 85976
20, -304, 85964
18, -161, 85958
21, -121, 86035
32, -399, 86039
29, -703, 86032
27, -404, 86039
34, -501, 85996
24, -230, 85991
29, -68, 85966
15, -441, 86021
25, -470, 86009
15, -363, 86009
24, -589, 85956
45, -582, 85969
33, -291, 85964
17, -245, 85945
25, -291, 86008
17, -369, 85996
19, -360, 85997
31, -377, 85997
42, -76, 85994
31, -325, 86020
32, -141, 86013
21, -376, 85972
20, -439, 86006
14, -268, 86033
15, -330, 86003
35, -242, 85994
42, -253, 85978
26, -201, 85952
27, -615, 85979
16, -528, 86018
16, -348, 86008
22, -120, 85995
30, -320, 85985
32, -371, 85998
22, -194, 86029
21, -315, 85977
26, -306, 85996
27, -464, 86009
13, -713, 85982
27, -554, 86021
25, -508, 86002
24, -416, 85925
22, -453, 85965
25, -186, 85932
20, -178, 86025
20, -431, 85991
20, -192, 85976
27, -222, 85949
26, -678, 86020
16, -594, 85977
38, -404, 85979
33, -393, 86008
17, -363, 86035
34, -122, 86048
19, -248, 85981
20, -275, 85942
14, -423, 85973
31, -170, 85979
33, -465, 86018
26, -236, 85963
27, -216, 86000
16, -502, 86014
17, -352, 86002
20, -55, 85989
37, -211, 85962
33, -307, 85965
14, -306, 85978
19, -183, 85978
19, -368, 86030
12, -416, 85974
33, -229, 85992
46, -639, 85978
41, -240, 86023
20, -562, 86012
13, -446, 86024
22, -236, 85975
17, -254, 86001
16, -309, 85997
32, -324, 85972
40, -285, 86006
34, -458, 85994
30, -328, 85960
15, -329, 86003
26, -424, 85974
26, -505, 86027
24, -570, 86042
19, -362, 86010
35, -434, 85996
28, -511, 85973
19, -296, 85995
24, -205, 85960
25, -270, 86005
29, -235, 85984
20, -359, 85967
25, -174, 85996
16, -286, 86018
23, -578, 85996
14, -433, 85956
31, -354, 85974
44, -331, 85957
25, -312, 85976
20, -487, 85951
29, -19, 86003
28, -532, 85948
20, -426, 85953
31, -342, 85997
39, -373, 86029
30, -202, 86022
29, -504, 85974
20, -203, 85942
23, -187, 85981
20, -286, 85947
14, -74, 85995
35, -458, 85981
42, -866, 86011
35, -207, 86004
24, -593, 86021
24, -327, 85982
16, -290, 85972
24, -419, 85952
26, -713, 85969
30, -353, 85990
26, -267, 85982
26, -543, 85988
24, -332, 85958
28, -287, 85987
20, -336, 86011
23, -53, 86002
19, -265, 85961
24, -172, 85985
22, -355, 85960
34, -579, 85990
28, -693, 85998
26, -470, 85985
24, -423, 86018
22, -162, 85956
20, -280, 86003
14, -446, 85931
34, -762, 85975
38, -452, 85998
20, -193, 86000
28, -419, 85967
30, -462, 85973
7, -247, 85987
11, -446, 85951
37, -207, 85965
25, -519, 85955
33, -318, 86005
33, -168, 85964
20, -459, 85984
20, -406, 85972
23, -228, 86002
21, -727, 85968
18, -282, 85976
31, -308, 85961
28, -207, 85996
24, -488, 85944
16, -374, 85986
16, -283, 85967
24, -560, 85986
44, -570, 85994
25, -506, 85964
17, -360, 85951
19, -270, 85973
23, -250, 85952
26, -92, 85987
34, -355, 85998
34, -471, 85949
24, -389, 85956
18, -446, 85935
20, -451, 85990
20, -396, 85943
21, -675, 85935
32, -252, 85947
38, -281, 86002
31, -23, 86005
16, -673, 85943
13, -550, 85977
17, -583, 85986
36, -211, 85981
35, -305, 85975
36, -507, 85971
18, -665, 85908
11, -555, 85946
21, 17, 85995
28, -523, 85993
20, -851, 86000
26, -554, 85977
41, -301, 85979
33, -329, 85943
22, -310, 86025
36, -275, 85972
18, -325, 86023
20, -546, 85963
24, -306, 85994
20, -648, 85965
22, -346, 85982
30, -528, 85987
33, -260, 85996
20, -272, 85996
24, -376, 86021
22, -248, 85965
29, -440, 85977
21, -36, 85977
25, -349, 85954
15, -197, 85946
34, -369, 85954
29, -305, 85980
21, -333, 85992
29, -586, 85973
16, -93, 85947
19, -340, 85966
29, -245, 86003
43, -591, 85954
40, -480, 85948
14, -461, 85966
14, -370, 85985
9, -486, 85943
18, -607, 85943
34, -570, 85969
44, -476, 85980
41, -473, 85967
16, -368, 85947
19, -350, 85952
26, -535, 85991
20, -582, 85971
14, -470, 85985
27, -467, 85969
40, -377, 85920
26, -350, 85935
20, -560, 86010
22, -560, 85936
14, -551, 85982
29, -185, 85987
31, -501, 85982
32, -424, 85943
23, -386, 85966
12, -391, 85975
15, -630, 86004
31, -601, 85938
37, -398, 85979
27, -317, 85950
21, -422, 85950
31, -447, 85943
21, -659, 85992
24, -334, 85962
9, -357, 85966
30, -344, 85965
39, -843, 85997
37, -664, 86010
17, -368, 85958
28, -199, 85976
20, -402, 86003
17, -676, 85956
12, -461, 85947
20, -514, 85933
37, -375, 85961
43, -421, 85958
33, -389, 85967
15, -294, 85999
19, -537, 85932
24, -384, 85959
15, -513, 85980
34, -321, 85974
40, -476, 86019
31, -519, 85910
20, -428, 86030
8, -505, 85956
12, -376, 85961
33, -468, 86004
44, -449, 86022
27, -627, 86006
22, -798, 86009
14, -722, 85985
24, -458, 85960
22, -525, 86009
24, -559, 86002
16, -617, 85988
44, -600, 85976
28, -528, 85973
13, -925, 85910
20, -549, 85983
26, -451, 85941
22, -549, 85976
31, -317, 85997
40, -631, 85975
34, -832, 85965
16, -666, 85975
13, -313, 85957
16, -335, 85967
20, -704, 85969
37, -609, 85945
41, -799, 85967
35, -485, 85977
29, -679, 85934
19, -645, 85959
25, -665, 85958
8, -566, 85989
21, -586, 86016
28, -341, 85998
48, -858, 85933
37, -534, 85936
19, -481, 85959
26, -537, 85943
17, -632, 85954
22, -697, 85938
24, -761, 85987
27, -779, 85996
31, -703, 85964
17, -688, 85970
24, -504, 85979
10, -733, 85941
36, -438, 85999
42, -772, 85994
22, -614, 85997
35, -600, 85953
21, -663, 86003
19, -624, 85921
20, -597, 85960
16, -616, 85928
28, -690, 85991
47, -779, 85976
33, -568, 85975
17, -709, 85977
19, -626, 85935
32, -563, 85932
17, -651, 85967
11, -728, 86015
30, -679, 85985
41, -626, 85979
27, -808, 85940
28, -756, 85971
19, -657, 85913
22, -747, 86028
18, -565, 85982
30, -740, 86002
31, -1145, 85935
11, -695, 85965
35, -55, 86014
30, -702, 86003
21, -1057, 86020
13, -868, 85941
35, -627, 85964
33, -834, 85950
22, -672, 85989
21, -527, 85941
19, -899, 85945
18, -988, 85980
33, -874, 86015
44, -654, 85952
35, -447, 85962
26, -742, 85920
25, -618, 85947
15, -658, 85950
22, -417, 85998
23, -578, 85930
35, -870, 86002
38, -598, 85998
27, -1037, 85968
23, -619, 85942
24, -799, 85947
22, -733, 85958
22, -1031, 85982
22, -797, 85969
32, -960, 86010
36, -673, 85921
29, -847, 85979
27, -1071, 85976
22, -811, 85972
18, -866, 85995
21, -748, 85959
13, -773, 85920
29, -940, 85997
39, -687, 85918
33, -905, 85949
24, -883, 85911
16, -818, 85949
21, -990, 86001
16, -738, 85962
38, -808, 85941
35, -728, 85977
20, -582, 85952
17, -799, 85958
19, -969, 85928
17, -907, 85906
32, -544, 86000
39, -819, 85931
44, -647, 85956
24, -967, 85927
13, -852, 85971
12, -903, 85962
16, -922, 85938
27, -990, 85925
37, -765, 85936
38, -902, 85982
29, -909, 85950
24, -864, 85955
13, -863, 85972
18, -1009, 85949
18, -790, 85974
35, -1017, 85951
40, -994, 85949
31, -990, 85984
14, -942, 85979
18, -698, 85945
21, -1066, 85947
21, -1009, 85937
29, -896, 85980
38, -990, 85934
23, -989, 85991
29, -907, 85920
21, -918, 85961
23, -1142, 85963
15, -763, 85965
32, -1168, 85958
39, -1121, 85982
28, -1008, 85932
33, -1113, 85962
16, -1349, 86003
19, -971, 85986
21, -941, 85978
19, -1116, 85882
33, -1002, 86003
37, -988, 85957
25, -983, 85966
20, -1021, 85943
26, -922, 85980
15, -839, 86022
23, -892, 85937
32, -965, 85968
31, -1014, 85979
18, -1242, 85940
19, -936, 86009
32, -1132, 85923
24, -1051, 85979
19, -1031, 85983
35, -1249, 85988
39, -1245, 85927
27, -943, 85953
17, -847, 85906
20, -1229, 85941
27, -1178, 85989
26, -1228, 85971
26, -1418, 85946
22, -1086, 85964
17, -1160, 85969
27, -1173, 85975
20, -884, 85967
28, -1320, 85961
49, -1293, 85926
32, -822, 86009
21, -1235, 85964
25, -906, 85950
27, -1182, 85964
23, -1080, 85935
17, -1231, 86006
26, -842, 86007
23, -999, 85978
21, -1454, 85988
35, -1224, 85951
27, -1180, 85969
25, -1193, 85999
15, -858, 86014
17, -1376, 85966
22, -1288, 85953
36, -1143, 85953
30, -1208, 85930
12, -1183, 85965
34, -1397, 85955
23, -1453, 85964
12, -1325, 85951
24, -1273, 85983
43, -1330, 85971
24, -1268, 85997
21, -1185, 85992
28, -1238, 85937
24, -1408, 85955
19, -1154, 85926
17, -1385, 85959
33, -1235, 85927
36, -1529, 85928
26, -1062, 85991
15, -1096, 85962
29, -1283, 85962
26, -1338, 85990
23, -1343, 86007
23, -1352, 85949
23, -1406, 85908
35, -1229, 85929
22, -1338, 85959
24, -1267, 85995
25, -1513, 86010
20, -1335, 86002
21, -1680, 85959
34, -1411, 85936
30, -1335, 85957
24, -1401, 85968
19, -1473, 85975
33, -1435, 85948
30, -1579, 85941
23, -1672, 85950
20, -1275, 85955
24, -1423, 85945
37, -1633, 85932
22, -1562, 85997
24, -1366, 86018
20, -1387, 85961
23, -1537, 85959
23, -1669, 85982
36, -1369, 85958
32, -1428, 85953
20, -1571, 85957
22, -1532, 86012
22, -1464, 85933
21, -1507, 85935
27, -1419, 85993
35, -1611, 86007
46, -1471, 85947
25, -1530, 85982
29, -1432, 85979
21, -1387, 85949
20, -1659, 85997
32, -1461, 86002
29, -1243, 85934
12, -1569, 85985
37, -1564, 85946
12, -1554, 85946
28, -1513, 85962
21, -1605, 85952
35, -1555, 85975
33, -1816, 85997
20, -1661, 85972
20, -1755, 85957
17, -1461, 85931
16, -1752, 85933
24, -1528, 86024
39, -1950, 85961
33, -1642, 85946
17, -1643, 85954
20, -1835, 86009
17, -1258, 85968
18, -1777, 85937
27, -1573, 85967
46, -1535, 85976
37, -1950, 85944
18, -1609, 85965
20, -1549, 85961
27, -1865, 85972
28, -1697, 85941
20, -1740, 85990
28, -1557, 85949
16, -1641, 85951
19, -1655, 85982
32, -1841, 85960
30, -1719, 85982
19, -1674, 85987
16, -1740, 85949
17, -1965, 85983
24, -1852, 85973
31, -1837, 85946
41, -1816, 85953
28, -1706, 85948
18, -1696, 85962
26, -1976, 85983
23, -2015, 85951
22, -1902, 86005
17, -1939, 85959
35, -1708, 85971
34, -1987, 85957
23, -1857, 85917
30, -2258, 85975
17, -1759, 85929
20, -1557, 85979
23, -1911, 85914
27, -2089, 85978
31, -1970, 86000
19, -1731, 85974
19, -1763, 85984
27, -1810, 85949
17, -2093, 86019
36, -2084, 85950
39, -2011, 85947
19, -1790, 85943
33, -1766, 85976
16, -1746, 85974
16, -2056, 86002
21, -1878, 85950
28, -1918, 85987
44, -2030, 86002
40, -2127, 85980
21, -1832, 85993
25, -2029, 85960
25, -2005, 85947
11, -1943, 85990
29, -1976, 85963
28, -1994, 85991
30, -2040, 85966
27, -1877, 85936
14, -2448, 85958
15, -2028, 85942
23, -1958, 85926
31, -2002, 85969
47, -2665, 86006
33, -2192, 85956
24, -2083, 85983
17, -2169, 85974
28, -2050, 85958
19, -2227, 85989
25, -2213, 85966
36, -2105, 86009
28, -2194, 85951
13, -2353, 85918
22, -2017, 85925
19, -2193, 85944
24, -1567, 85894
34, -2277, 85933
38, -2638, 86012
33, -2309, 85916
19, -2435, 85969
23, -2186, 85966
17, -2291, 85978
17, -2282, 85980
24, -2250, 85991
44, -2295, 85967
34, -2022, 85976
21, -2327, 86032
17, -2213, 85950
21, -2299, 85947
19, -2110, 86014
32, -2383, 85955
39, -2376, 86004
32, -2395, 86044
24, -2401, 85984
15, -2375, 85966
18, -2412, 85956
21, -2350, 85936
45, -2222, 85953
34, -2399, 85972
24, -2410, 85956
16, -2337, 85942
15, -2422, 85945
13, -2384, 85930
36, -2492, 85961
43, -2460, 85943
30, -2337, 85943
18, -2517, 85969
23, -2512, 85933
20, -2403, 85953
18, -2518, 85967
28, -2311, 85949
42, -2493, 85937
28, -2310, 85944
23, -2510, 85960
21, -2447, 85967
19, -2529, 85943
32, -2632, 85970
18, -2564, 85963
15, -2486, 85966
34, -2606, 85973
29, -2732, 86019
27, -2781, 85953
17, -2591, 85951
21, -2566, 85926
23, -2624, 85979
24, -2665, 85954
33, -2753, 85941
33, -2484, 85985
22, -2566, 85929
17, -2630, 85964
25, -2587, 85978
21, -2580, 85926
16, -2766, 85972
22, -2586, 85933
46, -2802, 85947
39, -2744, 85973
19, -2529, 85922
15, -2866, 86049
22, -2719, 85922
26, -2622, 85980
20, -2812, 85952
34, -3022, 86023
27, -2896, 85972
22, -2929, 85978
22, -2785, 85982
14, -2767, 85972
26, -2672, 85947
33, -2683, 85949
33, -7700, 85930
17, -2097, 85978
21, -2204, 85951
28, -1718, 85913
15, -2947, 85931
29, -3680, 85950
42, -3009, 85950
31, -3012, 86002
29, -2934, 85944
19, -3016, 85941
21, -3008, 85953
26, -3360, 85977
35, -2956, 85983
24, -2999, 85971
20, -3110, 85987
18, -2730, 85911
22, -2943, 85893
28, -2987, 85933
31, -2878, 85939
32, -3158, 85937
23, -3208, 85905
21, -3447, 85990
31, -2977, 85955
25, -3197, 85974
17, -3334, 85959
23, -2969, 85959
20, -2714, 85897
19, -2808, 85953
27, -2795, 85925
36, -3010, 85938
26, -3046, 85909
29, -3312, 85955
15, -3386, 85943
23, -3041, 85904
13, -3272, 85936
38, -2668, 85920
29, -3080, 85936
23, -3164, 85938
17, -3096, 85924
33, -3242, 85931
22, -2958, 85927
20, -3268, 85906
19, -3531, 85931
23, -3253, 85913
29, -3575, 85944
32, -3311, 85924
31, -3054, 85956
13, -3353, 85930
25, -3107, 85920
18, -3506, 85908
20, -3499, 85928
41, -3343, 85932
37, -3272, 85903
19, -3296, 85951
38, -3466, 85909
15, -3391, 85948
20, -3366, 85918
20, -3421, 85951
32, -3276, 85940
32, -3217, 85955
25, -3510, 85881
20, -3345, 85961
19, -3508, 85938
21, -3235, 85906
22, -3409, 85940
29, -3565, 85947
45, -3364, 85924
48, -3778, 85938
27, -3483, 85893
15, -3450, 85895
24, -3761, 85924
27, -3347, 85944
26, -3644, 85933
17, -3388, 85935
32, -3433, 85991
28, -3469, 85976
11, -3458, 85933
15, -3696, 85933
29, -3758, 85912
29, -3482, 85944
26, -3628, 85942
38, -3633, 85913
40, -3981, 85944
22, -3727, 85951
22, -3535, 85943
30, -3829, 85923
31, -3699, 85904
13, -3986, 85941
24, -3733, 85915
28, -3539, 85901
27, -3930, 85922
34, -3734, 85907
21, -3597, 85948
30, -3972, 85872
18, -3644, 85926
19, -3767, 85914
19, -3661, 85950
26, -4095, 85957
39, -3940, 85887
38, -3774, 85973
13, -3724, 85948
22, -3554, 85908
24, -3761, 85931
20, -3947, 85936
15, -3742, 85887
28, -3938, 85864
653, -3872, 85943
2014, -4081, 85928
2370, -3965, 85925
2362, -3944, 85929
2222, -4079, 85921
2016, -3681, 85893
1860, -3813, 85837
1786, -3734, 85905
1848, -3940, 85907
1910, -4335, 85954
2004, -4027, 85928
2095, -3976, 85923
2118, -3847, 85918
2124, -3970, 85922
2128, -4292, 85939
2135, -4060, 85930
2185, -4171, 85920
2242, -4025, 85936
2260, -3854, 85953
2262, -3866, 85917
2273, -4225, 85930
2322, -4081, 85901
2385, -4064, 85958
2399, -3990, 85887
2402, -4201, 85945
2405, -4242, 85906
2436, -4158, 85915
2508, -4502, 85923
2533, -3953, 85941
2540, -4273, 85929
2536, -4273, 85909
2559, -4185, 85924
2630, -4253, 85925
2666, -4185, 85922
2681, -4244, 85918
2684, -4319, 85935
2690, -4200, 85922
2737, -4369, 85913
2795, -4188, 85909
2815, -4343, 85869
2820, -4207, 85924
2821, -4191, 85913
2832, -4492, 85893
2879, -4412, 85915
2935, -4474, 85906
2950, -4240, 85976
2955, -4258, 85912
2959, -4506, 85958
2978, -4476, 85908
3039, -4402, 85891
3085, -4656, 85929
3095, -4846, 85942
3093, -4401, 85901
3094, -4785, 85927
3116, -4462, 85882
3181, -4540, 85928
3221, -4496, 85865
3232, -4526, 85910
3236, -4435, 85903
3237, -4581, 85907
3257, -4729, 85951
3316, -4456, 85891
3360, -4587, 85920
3371, -4746, 85892
3379, -4451, 85915
3381, -4569, 85937
3386, -4469, 85873
3434, -4431, 85934
3490, -4534, 85955
3504, -4834, 85969
3516, -4811, 85928
3507, -4428, 85856
3516, -4776, 85913
3537, -4990, 85878
3598, -4665, 85865
3635, -4740, 85945
3645, -4531, 85907
3645, -4755, 85916
3640, -4914, 85865
3651, -4708, 85903
3718, -4796, 85892
3782, -5131, 85868
3798, -4750, 85892
3801, -5030, 85882
3803, -4805, 85969
3800, -4757, 85930
3801, -4707, 85891
3822, -4822, 85933
3887, -4998, 85890
3924, -4698, 85900
3934, -5053, 85893
3939, -4993, 85963
3943, -4921, 85907
3945, -4988, 85911
3962, -4892, 85892
4028, -4814, 85900
4069, -5008, 85939
4077, -4967, 85916
4081, -5169, 85907
4081, -5021, 85935
4080, -5213, 85907
4090, -5040, 85948
4136, -5043, 85913
4199, -5220, 85907
4215, -4952, 85951
4219, -5186, 85847
4219, -4862, 85885
4221, -5022, 85897
4222, -5131, 85923
4241, -4921, 85887
4308, -5397, 85906
4354, -5381, 85911
4366, -5090, 85910
4365, -5515, 85875
4368, -5052, 85934
4365, -4977, 85895
4365, -5184, 85930
4391, -5253, 85908
4451, -5366, 85921
4495, -5118, 85909
4510, -5189, 85896
4514, -5339, 85925
4513, -5019, 85940
4519, -5213, 85953
4516, -5310, 85903
4520, -5452, 85866
4569, -5431, 85870
4627, -5360, 85901
4646, -5591, 85912
4651, -5511, 85885
4654, -5284, 85873
4654, -5553, 85912
4651, -5606, 85895
4651, -5523, 85926
4675, -5570, 85906
4740, -5378, 85912
4784, -5661, 85883
4791, -5343, 85917
4796, -5545, 85921
4797, -5836, 85903
4799, -5443, 85938
4797, -5653, 85927
4797, -5709, 85881
4815, -5448, 85830
4885, -5678, 85938
4924, -5540, 85894
4935, -5985, 85881
4934, -5311, 85895
4938, -5675, 85899
4939, -5379, 85891
4939, -5447, 85925
4944, -5653, 85931
4950, -5600, 85878
4997, -5958, 85964
5057, -5919, 85923
5076, -5714, 85896
5078, -5763, 85894
5079, -5741, 85932
5082, -5561, 85883
5080, -5784, 85969
5080, -5756, 85912
5079, -5993, 85879
5092, -5704, 85901
5134, -5761, 85903
5199, -5941, 85886
5212, -5887, 85883
5217, -6082, 85940
5219, -5864, 85930
5218, -5967, 85886
5218, -5913, 85870
5219, -5996, 85925
5217, -6083, 85905
5233, -5976, 85942
5275, -5962, 85938
5333, -6077, 85935
5352, -5749, 85919
5355, -6007, 85911
5357, -6187, 85898
5359, -6013, 85943
5360, -6203, 85928
5358, -5871, 85943
5359, -5906, 85877
5358, -6350, 85900
5370, -5912, 85920
5418, -6162, 85886
5478, -6103, 85922
5494, -6142, 85918
5496, -6558, 85875
5498, -6161, 85943
5502, -5985, 85892
5499, -5998, 85908
5498, -6189, 85907
5497, -6358, 85952
5499, -6346, 85839
5513, -6324, 85923
5551, -6410, 85899
5587, -6291, 85924
5624, -6855, 85901
5634, -6415, 85940
5640, -7021, 85901
5638, -6452, 85873
5639, -6231, 85862
5641, -6756, 85888
5636, -6523, 85901
5639, -6612, 85888
5638, -6434, 85853
5651, -6307, 85964
5687, -6507, 85872
5738, -6629, 85914
5769, -6561, 85895
5775, -6506, 85856
5781, -6803, 85933
5784, -6390, 85895
5782, -6642, 85937
5783, -6901, 85896
5783, -6588, 85890
5786, -6616, 85895
5782, -6729, 85909
5782, -6665, 85876
5793, -6819, 85892
5838, -6940, 85919
5894, -6599, 85874
5914, -6594, 85915
5913, -6576, 85929
5918, -6692, 85888
5914, -6868, 85823
5915, -6534, 85933
5926, -6916, 85935
5924, -6749, 85939
5917, -6862, 85898
5918, -6800, 85909
5919, -6902, 85863
5931, -6946, 85953
5969, -6733, 85914
6022, -7068, 85931
6062, -7020, 85895
6066, -6582, 85915
6070, -6913, 85847
6068, -6798, 85896
6068, -6904, 85868
6066, -7087, 85905
6071, -7004, 85916
6068, -6849, 85904
6068, -6975, 85910
6070, -7311, 85904
6068, -7106, 85905
6072, -6939, 85884
6081, -7071, 85864
6116, -7167, 85897
6167, -7262, 85857
6172, -7250, 85919
6109, -6822, 85902
6167, -7583, 85889
6206, -7272, 85919
6211, -7310, 85904
6213, -7394, 85900
6214, -7115, 85886
6217, -7224, 85895
6216, -7209, 85890
6216, -7248, 85938
6214, -7459, 85894
6216, -7284, 85876
6215, -7220, 85896
6221, -7277, 85919
6277, -7448, 85881
6339, -7467, 85913
6349, -7313, 85922
6355, -7357, 85894
6354, -7365, 85871
6359, -7561, 85901
6361, -7482, 85953
6357, -7431, 85934
6358, -7533, 85836
6355, -7679, 85908
6355, -7807, 85922
6356, -7603, 85832
6356, -7494, 85920
6357, -7536, 85954
6353, -7542, 85860
6366, -7758, 85918
6404, -7763, 85893
6440, -7473, 85930
6456, -7607, 85951
6483, -8006, 85915
6492, -7772, 85919
6484, -7726, 85898
6466, -7921, 85948
6483, -7898, 85869
6488, -7769, 85888
6494, -7631, 85930
6493, -7779, 85894
6495, -7709, 85903
6497, -7845, 85902
6494, -8001, 85860
6492, -7784, 85892
6492, -8067, 85842
6495, -8084, 85935
6500, -7809, 85875
6541, -8055, 85882
6576, -8030, 85895
6587, -8028, 85882
6596, -8071, 85894
6622, -8100, 85925
6618, -8384, 85945
6603, -7995, 85931
6624, -7766, 85858
6631, -8075, 85911
6634, -8005, 85908
6632, -8264, 85926
6633, -8101, 85947
6634, -8297, 85932
6634, -8002, 85915
6631, -8061, 85893
6632, -8361, 85913
6631, -8305, 85918
6630, -8385, 85920
6635, -8443, 85885
6643, -8041, 85914
6682, -8371, 85898
6718, -8431, 85901
6726, -8413, 85894
6731, -8542, 85926
6729, -8326, 85886
6739, -8305, 85930
6765, -8322, 85935
6768, -8315, 85919
6773, -8525, 85913
6774, -8377, 85952
6775, -8563, 85932
6774, -8874, 85930
6767, -8307, 85907
6771, -8581, 85921
6775, -8408, 85896
6776, -8286, 85898
6775, -8687, 85915
6771, -8782, 85897
6770, -8824, 85912
6769, -8568, 85919
6775, -8756, 85861
6785, -8860, 85875
6822, -8701, 85883
6846, -8835, 85905
6866, -8509, 85944
6880, -8948, 85857
6860, -8985, 85898
6856, -8767, 85904
6873, -8912, 85921
6899, -8941, 85923
6904, -8929, 85927
6903, -9319, 85894
6910, -8983, 85898
6906, -8952, 85886
6906, -8952, 85904
6909, -8988, 85888
6912, -8956, 85950
6906, -9125, 85920
6908, -9098, 85903
6909, -9171, 85899
6912, -8912, 85881
6912, -9025, 85897
6909, -9042, 85890
6909, -9218, 85887
6921, -9162, 85918
6944, -9306, 85921
6963, -9242, 85914
7001, -9077, 85911
7006, -9413, 85909
7000, -9372, 85878
6995, -9215, 85955
7002, -9400, 85924
6995, -9301, 85931
7013, -9312, 85946
7048, -9393, 85874
7054, -9275, 85907
7045, -9360, 85905
7054, -9398, 85884
