# time_start: 2026-05-10 13:07:08
# time_stop:  2026-05-10 13:07:15
CH 0, CH 8, CH 9
14, 10139, 86031
19, 9866, 85978
13, 10285, 86049
33, 10151, 85996
37, 10149, 86010
34, 10123, 85983
38, 10262, 85972
18, 9972, 86034
13, 10114, 86025
26, 10137, 86083
21, 10068, 86035
11, 10235, 86011
33, 10228, 86015
48, 10167, 86043
30, 10297, 86037
9, 10314, 86006
14, 10054, 86019
18, 10047, 85983
11, 10143, 86031
21, 9929, 86008
38, 10304, 85987
39, 10061, 85970
51, 10206, 85986
24, 10107, 86062
14, 10058, 86038
21, 10193, 86015
17, 10202, 86020
12, 9964, 86002
28, 10164, 86048
39, 10059, 86027
38, 10264, 85982
30, 10047, 85989
12, 10083, 85988
25, 10204, 86007
19, 10176, 86039
7, 10111, 86038
30, 10277, 86021
43, 10367, 86064
38, 10331, 85989
33, 10213, 85975
14, 10328, 85995
16, 10183, 86024
23, 10172, 86008
18, 10030, 86037
33, 10127, 85995
45, 10190, 85992
31, 10075, 86042
7, 10015, 85926
17, 10167, 86006
15, 10029, 86019
9, 10271, 86015
33, 10183, 85982
44, 9922, 86029
32, 10366, 86046
34, 9901, 86022
29, 10070, 86028
9, 10130, 86012
20, 10134, 86008
13, 10286, 86028
27, 9987, 85992
44, 10236, 85979
39, 10107, 85967
36, 10130, 86019
26, 10038, 85992
11, 10296, 86034
21, 10273, 86033
11, 10337, 86052
24, 10160, 86004
25, 10129, 86019
42, 10241, 85980
36, 10346, 85996
21, 10179, 86029
20, 10077, 86041
15, 10162, 86035
27, 10314, 86007
20, 10049, 86027
27, 9870, 86003
33, 10245, 86008
39, 10270, 86079
33, 10183, 86025
16, 10175, 86046
17, 10100, 85981
19, 10027, 86032
24, 10220, 86029
9, 10128, 86078
23, 10033, 86032
33, 9946, 85979
36, 10010, 86017
50, 10242, 85992
26, 10071, 85995
16, 10355, 86022
14, 10227, 86033
24, 10162, 86004
13, 10150, 86001
29, 10098, 86006
37, 10404, 86027
40, 10356, 86042
21, 10229, 86023
14, 10193, 85994
17, 10059, 86027
12, 9995, 86037
26, 10217, 86029
41, 10297, 85976
45, 10017, 85959
29, 10163, 85998
21, 10053, 85989
14, 10207, 86041
13, 10060, 86018
21, 10266, 86030
31, 10240, 85985
41, 10217, 85997
37, 10015, 86013
34, 10198, 86076
23, 10050, 86008
32, 10028, 85995
31, 10359, 86051
27, 10201, 86021
6, 10205, 86009
17, 10202, 86021
11, 10168, 86019
7, 10212, 85940
32, 10005, 85981
37, 10138, 86002
38, 10262, 85999
49, 10194, 86048
30, 9983, 86013
11, 10203, 85952
16, 10227, 86028
20, 10105, 86036
18, 9924, 86024
9, 10088, 86056
25, 10258, 85991
38, 10111, 85996
42, 10185, 85993
23, 10174, 86025
16, 9992, 86028
16, 10224, 86006
21, 10143, 86060
30, 10337, 86016
41, 10160, 85996
44, 10112, 86010
31, 10401, 86074
13, 10142, 85977
21, 9930, 85968
21, 10049, 86042
18, 10059, 86050
24, 10158, 85969
30, 10201, 86016
27, 10261, 86027
19, 10093, 86021
13, 10010, 86002
14, 10025, 86041
24, 10130, 86058
34, 10226, 85980
41, 10054, 86001
28, 10171, 86057
16, 10083, 86003
23, 10343, 86094
28, 10103, 85998
6, 10235, 86014
31, 10195, 86044
37, 10158, 86001
26, 10257, 86001
25, 10239, 85992
21, 10132, 86049
9, 10168, 86031
22, 10061, 86070
32, 10360, 86022
38, 9923, 85999
48, 10141, 85997
32, 10446, 86024
19, 10228, 86049
14, 10103, 86003
23, 10279, 86033
11, 10205, 86007
22, 10105, 86007
28, 10298, 86016
42, 10254, 86049
31, 10160, 86028
23, 10204, 86029
16, 10233, 86025
23, 10271, 85981
13, 10043, 86044
17, 10238, 86028
25, 10263, 85979
38, 10080, 86031
38, 10159, 86029
26, 10107, 85990
24, 10245, 86057
12, 10223, 86037
32, 10034, 86011
19, 10109, 86003
31, 10063, 85973
37, 10121, 86003
29, 9927, 86051
17, 10349, 86034
33, 10194, 86009
16, 10341, 86015
17, 10320, 86069
11, 10112, 85999
23, 10168, 85989
44, 10104, 86022
44, 10249, 86042
24, 10344, 85947
33, 10259, 86013
27, 10158, 85991
12, 10113, 86020
19, 9994, 85987
7, 10392, 86001
32, 10080, 86035
48, 10212, 85992
26, 10231, 85987
13, 10261, 86034
21, 10075, 86039
17, 10366, 86001
14, 10005, 85996
33, 10166, 86043
44, 10174, 85999
36, 10037, 85949
24, 10077, 86003
11, 10103, 85988
1, 10111, 86018
16, 10036, 86021
25, 10265, 85985
37, 10352, 86049
43, 10265, 85977
40, 10302, 86002
24, 10165, 86060
22, 10101, 85995
17, 10287, 86008
24, 10216, 86004
27, 10150, 86042
26, 10149, 86060
39, 10270, 86009
30, 10194, 86014
11, 10099, 86007
21, 10161, 86016
19, 10301, 85979
5, 10136, 85992
28, 10178, 85995
38, 10122, 85982
39, 10147, 86047
37, 10413, 85998
38, 10289, 86010
16, 10066, 86082
16, 10187, 86058
13, 10125, 86029
12, 10196, 86031
21, 10152, 86032
38, 10162, 86030
39, 10056, 85987
38, 10253, 85995
32, 10146, 85998
18, 10143, 85984
23, 10080, 85940
11, 10140, 86012
17, 10035, 86032
31, 10110, 86031
42, 10057, 86018
33, 9983, 85967
21, 10342, 86047
18, 9964, 86001
11, 10065, 85991
15, -13762, 86054
35, 2639, 85964
42, 4337, 85956
38, 8669, 86014
28, 11869, 85996
19, 10489, 85934
14, 8978, 85984
15, 9562, 85958
29, 8687, 85983
29, 9472, 85949
42, 9004, 85932
28, 9933, 85951
16, 10143, 85920
21, 10214, 85959
16, 10025, 85979
7, 10080, 85954
30, 10137, 85929
39, 9940, 85959
39, 9921, 85931
39, 9769, 85930
28, 10044, 85947
27, 10155, 85902
23, 10412, 85929
14, 9980, 85931
11, 9620, 85922
31, 9984, 85973
34, 10069, 85943
12, 10004, 85932
30, 10468, 85963
31, 10224, 85915
16, 9954, 85909
12, 9753, 85948
27, 10025, 85946
39, 10258, 85980
30, 10152, 86001
13, 9986, 85919
28, 9737, 85921
26, 9881, 85990
16, 10078, 85957
31, 10281, 85995
52, 10374, 85967
29, 10053, 85978
21, 9678, 85965
21, 9946, 85959
21, 10030, 85974
15, 9908, 85956
22, 10421, 85998
33, 10114, 85921
32, 9860, 85943
13, 9925, 85977
14, 10034, 85891
35, 10198, 85985
35, 10407, 85943
15, 10194, 85923
24, 9900, 85947
34, 10032, 85924
26, 10265, 85988
11, 10137, 85966
28, 10060, 85966
39, 10196, 85948
28, 9854, 85962
11, 10282, 85959
28, 10063, 85944
34, 10115, 85992
5, 10142, 85983
27, 9876, 85943
49, 9868, 85976
28, 9997, 85976
15, 10003, 85975
23, 10385, 85955
19, 9948, 85955
22, 9847, 85949
27, 9888, 85953
38, 10042, 85933
28, 10112, 85946
13, 10158, 85923
16, 10050, 85967
31, 10045, 85958
32, 9837, 85942
33, 9981, 85957
36, 10024, 85923
30, 10364, 85989
13, 10229, 86012
13, 9839, 85955
15, 9841, 85962
27, 10090, 85954
42, 9940, 85955
37, 10251, 85937
40, 10121, 85953
22, 9856, 85932
6, 9999, 85961
18, 10000, 85934
25, 10036, 85938
10, 10157, 85937
36, 9831, 85964
45, 9953, 85998
29, 9904, 85962
5, 10061, 85952
17, 10026, 85947
30, 10324, 85972
19, 10029, 85979
21, 10165, 85961
34, 9824, 85973
41, 10120, 85945
30, 10073, 85992
20, 10313, 85974
24, 9993, 85978
15, 10040, 85975
21, 10029, 85961
31, 9934, 85978
43, 10484, 85938
33, 9880, 85906
15, 10070, 85988
13, 9801, 85947
23, 10124, 85969
20, 10090, 85986
32, 10339, 85957
43, 10181, 85922
28, 9996, 86014
19, 9962, 85932
13, 10106, 85955
11, 10145, 85957
21, 10537, 85965
33, 10154, 85960
37, 9904, 85911
41, 10093, 85989
26, 9837, 85935
5, 9902, 85972
18, 10356, 85952
14, 10030, 85900
39, 9978, 85925
40, 10051, 85946
42, 9956, 85946
33, 10159, 85956
18, 9923, 85920
19, 10354, 85877
14, 10188, 85991
20, 10021, 85962
16, 9774, 85965
34, 9948, 85933
39, 10091, 85999
27, 10148, 85940
25, 10164, 85957
17, 9887, 85922
15, 10179, 85962
19, 9901, 85939
14, 10329, 85963
16, 10175, 85912
24, 9999, 85949
34, 10059, 85964
41, 10124, 85968
30, 9907, 85921
23, 10022, 85976
15, 10003, 85945
18, 9940, 85948
18, 10186, 85958
29, 10098, 85942
46, 9894, 85960
26, 10025, 85931
19, 10105, 85955
16, 9829, 85968
20, 10158, 85933
19, 9759, 85970
23, 9970, 85945
41, 10078, 85946
49, 10183, 85973
39, 10145, 85984
18, 10157, 85949
22, 9960, 85982
22, 10044, 85937
22, 10146, 86000
16, 10146, 85922
25, 10373, 85953
24, 9996, 85974
20, 9788, 85945
30, 10093, 85943
16, 10225, 85977
24, 10060, 85959
21, 9741, 85950
31, 10067, 85927
32, 9806, 85956
24, 9971, 85931
14, 9983, 85949
8, 9934, 86003
26, 9944, 85910
34, 10010, 85957
34, 10065, 85920
40, 9993, 85925
26, 10146, 85958
21, 10039, 85901
16, 9850, 85927
15, 10008, 85961
14, 10010, 85936
25, 10302, 85940
38, 9916, 85986
43, 9883, 85919
41, 9797, 85942
27, 9955, 85964
19, 9974, 85959
9, 9981, 85947
22, 9812, 85948
21, 10116, 85926
24, 9877, 85967
39, 9961, 86015
38, 10206, 85906
28, 10044, 85957
16, 9941, 85943
19, 9967, 85922
12, 9743, 85939
9, 10096, 85965
35, 10083, 85976
39, 9901, 85939
41, 9821, 85910
28, 10102, 85959
24, 10097, 85947
29, 9842, 85893
39, 10007, 85921
9, 9983, 85954
8, 9769, 85964
10, 10042, 85969
25, 9873, 85962
38, 9818, 85958
43, 10157, 85928
41, 10026, 85947
35, 9992, 85987
16, 9895, 85947
9, 9721, 85916
23, 9723, 85964
14, 9952, 85936
5, 9965, 85957
28, 9897, 85910
45, 10098, 85966
39, 9753, 85983
43, 9859, 85968
26, 9875, 85951
18, 10021, 85962
14, 9581, 85979
7, 9679, 85952
17, 10043, 85978
26, 9882, 85982
45, 9877, 85915
42, 9785, 85940
34, 10009, 85953
17, 9908, 85916
15, 9868, 85938
27, 9781, 85955
20, 9788, 85974
20, 9838, 85934
30, 9877, 85951
31, 10101, 85951
18, 9783, 85898
17, 10154, 85930
12, 9748, 85902
27, 9968, 85952
39, 10014, 85946
34, 10005, 85960
41, 9951, 85924
34, 9905, 85950
21, 9419, 85950
25, 9883, 85953
26, 9862, 85960
17, 10010, 85959
27, 9904, 85948
23, 9735, 85978
16, 9561, 85942
23, 9832, 85953
15, 9949, 85949
22, 10042, 85943
25, 9850, 85986
43, 10046, 85953
36, 9373, 85945
16, 9861, 85925
18, 9729, 85926
17, 9810, 85921
16, 10020, 85952
33, 9807, 85910
34, 9589, 85991
44, 9893, 85929
28, 9821, 85933
14, 9865, 85947
20, 9817, 85931
19, 9753, 85971
11, 9936, 85963
25, 9799, 85900
34, 10222, 85948
47, 10003, 85967
25, 9816, 85925
20, 9720, 85943
18, 9576, 85986
10, 9532, 85969
20, 10044, 85926
32, 10015, 85964
39, 9877, 85983
42, 9632, 85977
29, 9540, 85988
15, 9641, 85963
15, 10123, 85914
16, 10181, 85927
21, 9844, 85968
27, 9493, 85972
39, 9254, 85952
44, 9701, 85950
35, 10278, 85943
26, 9657, 85918
13, 9728, 85936
24, 9597, 85934
22, 9784, 85988
26, 9769, 85946
28, 9865, 85944
22, 9905, 85956
6, 9539, 85945
12, 9587, 85968
35, 9631, 85894
44, 9822, 85929
36, 9803, 85975
32, 9723, 85912
22, 9425, 85924
20, 9404, 85927
26, 9826, 85975
8, 9834, 85915
8, 9959, 86006
30, 9794, 85959
38, 9532, 85973
48, 9567, 85960
33, 10012, 85935
16, 9833, 85948
14, 9562, 85956
13, 9678, 85917
14, 9417, 85922
25, 9161, 85911
45, 10051, 85970
46, 9820, 85960
24, 9967, 85964
11, 9766, 85926
16, 9046, 86010
23, 9564, 85969
21, 9884, 85982
30, 10025, 85960
37, 9721, 85940
26, 9609, 85970
12, 9083, 85931
27, 9329, 85939
20, 9979, 85950
18, 9759, 85984
30, 9744, 85929
45, 9732, 85906
33, 8985, 85986
4, 9352, 85972
19, 9984, 85923
19, 9957, 85976
31, 9683, 85961
41, 9499, 85991
39, 8892, 85932
32, 9674, 85989
13, 9966, 85916
16, 9848, 85957
14, 9475, 85964
25, 9556, 85929
25, 9078, 85994
38, 9426, 85991
37, 10334, 85944
32, 9637, 85906
21, 9517, 85989
22, 9286, 85988
18, 9243, 85989
11, 9473, 85925
33, 9771, 85960
45, 9776, 85980
23, 9454, 85990
22, 9358, 85935
23, 9290, 85933
17, 9488, 85957
21, 9610, 85911
22, 9736, 85949
50, 9247, 85939
31, 9073, 85947
16, 9489, 85918
25, 9282, 85966
18, 9866, 85945
18, 9614, 85933
23, 9222, 85961
23, 9205, 85956
51, 9281, 86008
29, 9626, 85927
3, 9555, 85956
25, 9547, 85934
18, 8934, 85968
17, 9108, 85940
31, 9441, 85969
49, 9311, 85964
29, 9915, 85958
22, 9395, 85921
10, 8972, 85955
11, 9115, 85942
17, 9537, 85953
28, 9346, 85953
46, 9814, 85974
16, 9337, 85919
0, 9050, 85992
5, 8970, 85937
13, 9271, 85944
38, 9352, 85930
37, 10016, 85951
41, 9519, 85941
31, 9067, 85940
34, 9092, 85930
18, 9187, 85933
15, 9198, 85981
15, 9803, 85910
20, 9431, 85933
13, 8903, 85932
25, 9266, 85965
36, 9184, 85912
40, 9371, 85922
29, 10101, 85908
27, 9528, 85925
25, 8945, 85978
17, 8996, 85925
16, 9104, 85922
21, 9378, 85972
8, 9507, 85967
29, 9438, 85977
39, 8991, 85929
37, 9113, 85945
40, 9141, 86014
21, 9082, 85966
19, 9758, 85998
17, 9287, 85948
11, 9089, 85981
13, 9183, 85921
37, 9404, 85942
44, 9403, 85987
38, 9204, 85976
39, 9050, 85907
22, 8887, 86002
17, 9102, 85962
14, 9489, 85928
11, 9363, 85925
16, 9101, 85944
27, 9295, 85952
35, 9071, 85937
47, 9122, 85934
26, 9528, 85964
29, 9302, 85941
6, 8855, 85966
27, 8869, 85966
18, 9051, 85947
26, 9085, 85885
27, 9407, 85939
27, 9054, 85959
27, 9055, 85919
17, 9008, 85944
14, 9006, 85967
28, 9134, 85952
41, 9091, 85962
28, 9209, 85965
22, 8969, 85992
25, 9211, 85954
28, 8804, 85953
11, 8929, 85954
31, 8961, 85924
38, 9204, 85899
28, 9475, 85931
16, 9015, 85976
12, 8612, 85947
23, 8971, 85946
21, 9047, 85944
41, 8981, 85945
40, 9297, 85931
28, 9012, 86008
20, 8329, 85932
13, 8903, 85901
12, 8954, 85967
35, 9207, 85935
41, 9179, 85962
36, 8864, 85926
29, 8881, 85991
23, 8970, 85961
16, 8667, 86001
23, 8892, 85945
18, 8598, 85935
26, 8866, 85972
16, 8544, 85927
25, 8836, 85933
43, 8919, 85954
32, 9089, 85965
21, 8912, 85931
23, 8775, 85904
14, 8958, 85920
18, 8868, 85926
43, 8707, 85918
30, 8509, 85993
15, 8792, 85952
27, 8995, 85950
16, 8445, 85950
11, 8670, 85949
23, 8930, 85899
39, 8685, 85933
41, 8828, 85926
41, 8844, 85966
22, 8763, 85901
21, 8867, 85980
24, 8692, 85982
11, 8611, 85910
19, 8761, 85956
37, 8634, 85971
33, 8233, 85971
12, 8825, 85944
14, 8726, 85962
39, 8714, 85996
26, 9105, 85960
16, 8650, 85910
26, 8282, 85898
39, 8713, 85959
25, 8731, 85941
16, 8622, 85920
26, 9036, 85962
34, 8632, 85966
15, 8167, 85885
26, 8502, 85995
43, 8605, 85947
30, 8607, 85906
6, 8668, 85986
19, 8711, 85966
39, 8564, 86005
34, 8926, 85999
16, 8392, 85930
25, 8506, 85972
38, 8570, 85924
18, 8620, 85955
20, 8627, 85936
12, 8625, 85978
10, 8199, 85990
25, 8484, 85933
36, 8539, 85944
38, 8611, 86010
37, 8613, 85979
27, 8633, 85908
20, 8664, 85947
19, 8480, 85964
18, 8438, 85949
16, 8350, 85948
29, 8590, 85933
42, 8380, 85960
43, 8521, 85954
30, 8442, 85959
18, 8279, 85952
11, 8353, 85956
7, 8320, 85917
13, 8513, 85941
25, 8472, 85943
44, 8519, 85951
36, 8422, 85929
40, 8337, 85955
25, 8295, 85994
14, 8394, 85979
16, 8374, 85969
18, 8297, 85946
28, 8391, 85967
45, 8212, 85916
48, 8174, 85974
32, 8289, 85990
21, 8276, 85961
16, 8224, 85932
17, 8216, 85941
18, 8290, 85949
15, 8368, 85949
26, 8195, 85967
45, 8241, 85994
29, 8232, 85947
20, 8331, 85949
19, 8276, 85945
23, 8073, 85963
31, 8233, 85928
17, 8145, 86015
6, 8143, 85965
25, 8359, 85939
37, 8319, 85972
37, 8215, 86014
40, 8120, 85933
34, 8045, 85946
23, 8220, 86000
18, 7906, 85917
22, 8176, 85963
11, 8209, 85951
17, 7981, 85955
20, 8010, 85932
43, 8077, 85970
38, 8162, 85947
36, 7998, 85947
18, 8076, 85959
24, 8148, 85928
13, 8209, 85949
16, 7950, 85955
17, 8010, 85897
25, 8071, 85983
45, 8044, 85969
42, 8031, 85977
35, 8381, 85955
17, 7945, 85925
26, 7974, 85991
7, 8026, 85946
24, 7979, 85939
15, 8050, 85936
32, 7869, 85929
38, 7891, 85934
26, 7934, 85915
19, 7786, 85941
27, 8375, 85893
16, 7968, 85996
18, 7823, 85974
27, 7959, 85908
25, 7902, 85929
32, 7874, 85937
36, 8071, 85982
29, 8255, 85988
4, 8151, 85944
15, 7783, 85928
28, 7558, 85963
28, 8149, 85966
38, 8333, 85969
40, 8013, 85970
32, 7850, 86023
17, 7714, 85928
18, 7806, 85948
30, 7951, 85963
16, 8207, 85993
13, 7743, 85948
31, 7761, 85932
50, 7582, 85955
35, 7332, 85952
7, 7840, 85936
26, 7903, 85906
28, 7642, 85959
10, 7740, 85969
19, 7718, 85929
22, 7244, 85931
37, 7764, 85941
20, 7987, 85994
31, 7734, 85947
25, 7552, 85904
21, 7545, 85926
18, 7216, 85926
32, 7404, 85949
20, 8430, 85982
24, 7793, 85924
38, 7548, 85941
27, 7580, 85982
18, 6765, 85955
34, 7510, 85937
20, 7940, 85952
17, 7724, 85935
35, 7690, 85960
28, 7339, 85963
21, 7195, 85983
26, 7406, 85902
17, 8281, 85947
11, 7723, 85966
10, 7508, 85935
30, 7343, 85933
39, 6826, 85959
46, 7336, 85964
29, 8240, 85904
27, 7522, 85907
13, 7374, 85973
23, 7123, 85975
19, 6972, 85917
28, 7431, 85925
24, 7431, 85906
29, 7706, 85948
17, 7293, 85940
14, 7068, 85973
14, 7340, 85960
31, 7358, 85928
40, 7702, 85912
36, 7558, 85966
26, 7374, 85914
15, 7145, 85923
14, 7281, 85953
12, 7339, 85936
33, 7862, 85949
37, 7094, 85944
43, 7241, 85959
26, 6807, 85931
21, 7122, 85937
12, 7578, 85950
22, 7771, 85955
13, 7286, 85929
34, 6767, 85957
38, 7005, 85937
40, 7368, 85963
24, 7494, 85928
31, 7455, 85971
20, 7161, 85966
18, 6791, 85956
25, 7079, 85874
17, 7000, 85977
12, 7215, 85980
35, 7546, 85931
31, 6940, 85937
34, 6770, 85970
15, 6820, 85942
16, 7052, 85994
19, 7192, 85960
24, 7553, 85963
42, 7112, 85939
40, 6351, 85946
24, 6904, 85979
27, 7007, 85963
18, 7278, 85923
27, 7678, 85956
21, 7070, 85943
9, 6241, 85976
33, 6682, 85953
35, 6728, 85898
26, 7066, 85947
19, 7566, 85964
18, 6649, 85993
19, 6214, 85939
16, 6798, 85921
38, 7067, 85960
42, 7066, 86004
21, 7371, 85948
22, 6662, 85940
5, 6304, 85955
15, 6571, 85963
32, 6824, 85942
35, 6978, 85941
37, 7047, 85914
37, 6759, 85945
25, 6306, 85943
17, 6595, 85926
18, 6765, 85920
18, 7396, 85969
34, 6705, 85909
38, 6391, 85930
29, 6014, 85996
12, 6488, 85967
25, 6816, 85962
21, 6716, 85943
28, 7200, 85934
29, 6455, 85972
41, 6255, 85964
31, 6686, 85970
8, 6548, 85915
18, 7026, 85956
13, 6573, 85933
29, 6429, 85930
39, 6510, 85985
37, 6519, 85921
29, 6499, 85940
6, 6916, 85936
6, 6565, 85992
25, 6303, 85937
37, 6469, 85955
36, 6626, 85952
37, 6694, 85987
44, 6878, 85904
23, 6507, 85924
7, 6091, 85988
12, 6465, 86000
13, 6505, 85931
19, 6745, 85963
37, 6494, 85986
40, 6506, 85953
38, 6292, 85967
37, 6365, 85951
11, 6362, 85959
11, 6747, 86009
17, 6519, 86006
17, 6368, 85924
22, 6019, 85902
41, 6302, 85963
42, 6484, 85933
25, 6579, 85992
19, 6420, 85947
17, 6021, 85938
20, 6142, 85949
25, 6232, 85950
32, 6023, 85950
38, 6777, 85943
35, 6284, 85961
20, 5617, 85973
19, 6114, 85909
21, 5979, 85936
18, 6043, 85959
6, 6540, 85966
25, 6204, 85939
39, 6208, 85936
38, 6200, 85950
44, 6076, 86009
35, 6076, 85955
22, 6297, 85959
15, 6331, 85894
11, 5836, 85941
27, 5971, 85947
19, 6145, 85915
38, 6160, 85960
50, 6370, 85931
25, 6196, 85937
10, 6040, 85955
21, 6043, 85955
13, 6006, 85987
15, 5867, 85930
42, 6432, 86006
46, 5986, 85957
21, 5483, 85934
23, 5828, 85934
11, 6250, 85926
15, 5929, 85996
14, 6038, 85999
35, 6043, 85934
40, 5503, 85964
42, 5892, 85962
31, -9159, 85900
14, 3448, 85865
32, 4351, 85924
19, 5858, 85909
21, 6918, 85889
19, 5943, 85899
23, 5476, 85894
23, 5559, 85877
22, 5572, 85887
24, 5921, 85884
33, 5846, 85897
22, 5450, 85835
12, 5070, 85891
27, 5618, 85891
44, 5729, 85863
25, 5682, 85881
22, 5709, 85908
6, 5605, 85857
13, 5608, 85842
30, 5487, 85894
45, 5756, 85876
39, 5716, 85941
47, 5653, 85905
37, 5707, 85909
10, 5508, 85878
21, 5631, 85881
17, 5445, 85899
10, 5646, 85918
13, 5458, 85888
36, 5203, 85917
34, 5541, 85929
36, 5354, 85928
24, 5196, 85904
20, 5470, 85860
8, 5564, 85897
10, 5400, 85858
26, 5661, 85932
33, 5470, 85866
45, 4964, 85940
40, 5191, 85905
28, 5467, 85868
17, 5334, 85908
12, 5439, 85910
16, 5280, 85862
17, 4916, 85896
919, 5348, 85874
3361, 5218, 85843
4977, 5261, 85881
6079, 5023, 85879
6740, 5027, 85873
7051, 5284, 85928
7039, 5356, 85890
6896, 5562, 85913
6852, 5313, 85912
6909, 4459, 85941
7040, 5161, 85827
7212, 5180, 85883
7433, 5041, 85866
7597, 5560, 85921
7720, 5179, 85877
7800, 4493, 85882
7870, 5303, 85894
7881, 5093, 85890
7881, 5295, 85871
7894, 5311, 85890
7926, 4977, 85890
8012, 5176, 85870
8030, 4773, 85868
8033, 5097, 85887
8039, 4969, 85866
8037, 4899, 85857
8034, 4979, 85914
8046, 4976, 85936
8091, 5074, 85877
8153, 4789, 85924
8179, 5103, 85906
8185, 5083, 85877
8170, 4791, 85876
8140, 4931, 85906
8087, 4802, 85859
8067, 4862, 85856
8095, 4661, 85896
8136, 4907, 85872
8172, 4887, 85868
8170, 4577, 85957
8182, 4661, 85876
8189, 4842, 85938
8155, 4534, 85886
8136, 4864, 85854
8103, 4797, 85889
8088, 4476, 85880
8120, 4725, 85894
8162, 4402, 85924
8179, 4888, 85935
8175, 4727, 85886
8160, 4745, 85871
8108, 4278, 85860
8092, 4571, 85887
8102, 4646, 85850
8147, 4445, 85920
8168, 4958, 85866
8175, 4759, 85843
8183, 4607, 85882
8184, 4410, 85897
8173, 4341, 85872
8130, 4562, 85885
8102, 4986, 85894
8095, 4598, 85836
8108, 3932, 85914
8138, 4520, 85857
8176, 4457, 85868
8179, 4653, 85919
8172, 4212, 85913
8171, 4321, 85889
8161, 4443, 85875
8118, 4355, 85899
8110, 4382, 85888
8127, 4197, 85878
8142, 4425, 85887
8164, 4382, 85890
8185, 4176, 85869
8181, 4550, 85898
8169, 4066, 85849
8127, 4493, 85895
8094, 3999, 85865
8104, 4338, 85825
8147, 4260, 85862
8173, 4021, 85877
8176, 4145, 85864
8191, 4110, 85868
8174, 4203, 85892
8128, 4335, 85889
8102, 4249, 85900
8092, 4000, 85883
8102, 4059, 85819
8147, 4280, 85844
8178, 4203, 85870
8185, 4330, 85877
8187, 4030, 85860
8162, 3965, 85909
8129, 4374, 85854
8095, 4175, 85864
8092, 4161, 85880
8137, 4335, 85915
8168, 3873, 85869
8183, 3798, 85846
8183, 4017, 85874
8180, 3931, 85847
8163, 3800, 85902
8122, 3932, 85885
8097, 3481, 85873
8101, 3919, 85889
8124, 3902, 85876
8176, 3813, 85875
8178, 3824, 85870
8184, 3616, 85883
8183, 3701, 85843
8157, 3820, 85862
8122, 3751, 85841
8099, 3743, 85859
8098, 3806, 85865
8133, 3559, 85891
8170, 3792, 85862
8167, 3644, 85866
8181, 3766, 85933
8180, 3707, 85871
8162, 3195, 85847
8117, 3608, 85879
8093, 3595, 85830
8105, 3886, 85869
8141, 3872, 85893
8171, 3404, 85894
8180, 3245, 85851
8180, 3524, 85865
8171, 3609, 85852
8163, 3552, 85879
8129, 3801, 85883
8093, 3281, 85864
8098, 3135, 85886
8129, 3403, 85875
8167, 3459, 85893
8172, 3632, 85926
8176, 3490, 85872
8170, 3484, 85837
8162, 3207, 85904
8122, 3260, 85854
8110, 3604, 85945
8114, 3431, 85887
8141, 3193, 85914
8159, 3422, 85865
8173, 3384, 85868
8177, 3184, 85879
8179, 3644, 85889
8154, 3105, 85901
8126, 3249, 85895
8087, 3192, 85850
8098, 3090, 85858
8126, 3158, 85832
8171, 3408, 85873
8177, 3097, 85817
8176, 2956, 85893
8164, 2994, 85852
8155, 3124, 85904
8133, 3121, 85863
8124, 3080, 85860
8128, 2972, 85852
8136, 2546, 85865
8163, 3085, 85934
8177, 3196, 85844
8172, 2927, 85863
8150, 3159, 85834
8131, 2960, 85871
8129, 2809, 85929
8132, 3174, 85898
8132, 2801, 85873
8137, 3232, 85895
8164, 2901, 85872
8169, 2963, 85911
8173, 2399, 85860
8161, 2819, 85869
8130, 2760, 85887
8106, 3011, 85852
8116, 3085, 85801
8138, 2763, 85856
8162, 2746, 85889
8171, 3029, 85879
8168, 2669, 85842
8171, 2775, 85873
8156, 2503, 85930
8135, 2674, 85871
8132, 2914, 85928
8132, 2624, 85912
8129, 2862, 85909
8131, 2872, 85906
8153, 2299, 85839
8169, 2534, 85910
8173, 2510, 85844
8152, 2467, 85860
8137, 2849, 85909
8132, 2549, 85883
8120, 2423, 85875
8127, 2372, 85894
8133, 2431, 85915
8153, 2369, 85881
8164, 2384, 85906
8172, 2459, 85914
8173, 2208, 85949
8156, 2279, 85863
8126, 2556, 85863
8102, 2456, 85860
8123, 2333, 85842
8128, 2245, 85863
8162, 2151, 85839
8169, 2257, 85845
8169, 2496, 85872
8166, 2228, 85885
8146, 2161, 85917
8121, 2237, 85882
8132, 2342, 85865
8142, 2356, 85853
8141, 2110, 85889
8163, 1974, 85938
8166, 1967, 85901
8173, 2145, 85841
8152, 2051, 85894
8124, 2075, 85900
8119, 2170, 85873
8099, 2162, 85840
8120, 1927, 85927
8153, 1998, 85896
8152, 2048, 85911
8162, 2182, 85911
8160, 1863, 85886
8154, 2152, 85887
8159, 1617, 85915
8161, 1951, 85902
8165, 1870, 85911
8155, 1846, 85924
8128, 2050, 85850
8114, 2016, 85911
8130, 1661, 85891
8149, 1873, 85910
8164, 1861, 85854
8159, 1880, 85927
8159, 1787, 85881
8159, 1762, 85829
8147, 1909, 85887
8116, 1505, 85842
8130, 1783, 85878
8150, 1779, 85869
8157, 1498, 85868
8155, 1709, 85875
