# time_start: 2026-05-10 13:07:08
# time_stop:  2026-05-10 13:07:15
CH 0, CH 8, CH 9
37, 10274, 86039
41, 10075, 86060
30, 10048, 85985
28, 10085, 86017
19, 10148, 86040
7, 10200, 86013
8, 10193, 86026
15, 10173, 86031
32, 10297, 86015
37, 10191, 85985
41, 10077, 85994
27, 10237, 86027
16, 10196, 86026
13, 10111, 86031
36, 10160, 86047
24, 10325, 85993
8, 10240, 86016
28, 10208, 86015
44, 10347, 86079
33, 9916, 85950
17, 10044, 86041
30, 10071, 86047
22, 10242, 86019
24, 10119, 86026
14, 9843, 85982
33, 10126, 86026
28, 10183, 86016
16, 10166, 85980
18, 10104, 86030
41, 10143, 85993
32, 10262, 86047
17, 10163, 86063
22, 10129, 86026
16, 10205, 85995
8, 10182, 86015
23, 10125, 86053
33, 10095, 86036
41, 10297, 86018
44, 10192, 85988
39, 10029, 86005
21, 10144, 86028
16, 9915, 86034
22, 10163, 86026
13, 10369, 86009
13, 10076, 86031
27, 10186, 86024
44, 10204, 86048
40, 9926, 85991
32, 10010, 86039
12, 9886, 86063
12, 10298, 86034
14, 10303, 86014
24, 9975, 86051
35, 10035, 85995
40, 10392, 86050
36, 10349, 85985
30, 9967, 86017
16, 10031, 86036
23, 10001, 86023
14, 10195, 85982
6, 10289, 86036
30, 10100, 85981
42, 10030, 86044
42, 10277, 85983
31, 10229, 86003
17, 10136, 86056
20, 10161, 86058
20, 10140, 86018
14, 10208, 85984
28, 10263, 86018
42, 10043, 86042
21, 9933, 85993
16, 10196, 86062
11, 10123, 86006
28, 10092, 86006
41, 10191, 86045
42, 10078, 86019
36, 10141, 85981
32, 10497, 86023
25, 10180, 86055
19, 10528, 86013
10, 10212, 86041
28, 10028, 86001
12, 10277, 86002
21, 10003, 86045
27, 10210, 86013
41, 9951, 86074
33, 10035, 85983
7, 10077, 86044
22, 10123, 86066
21, 10089, 86056
24, 10121, 86015
29, 10353, 86012
37, 10238, 85977
28, 10151, 86055
13, 10155, 86035
16, 10190, 86025
15, 10069, 86017
28, 10058, 86021
40, 10240, 86014
40, 10244, 86039
29, 10017, 86066
19, 10025, 86027
16, 10114, 85995
13, 9864, 86039
21, 10156, 86012
29, 10017, 86031
44, 10246, 86016
41, 10166, 86052
31, 10112, 86076
25, 10148, 85957
13, 10008, 86039
12, 10057, 85949
6, 10380, 85979
32, 10074, 86051
37, 10108, 86018
31, 10256, 86030
35, 10334, 86037
36, 10096, 86030
26, 10344, 86047
32, 10032, 86064
17, 10183, 86024
22, 10306, 86042
13, 10376, 86022
15, 10035, 85996
23, 10270, 86019
32, 10103, 86024
40, 10078, 86050
34, 10338, 86023
24, 10179, 86011
16, 10287, 86046
14, 10074, 86013
12, 10094, 85970
27, 10188, 85992
38, 10217, 86054
45, 10010, 86033
30, 10007, 86040
17, 10319, 86020
15, 10165, 86029
26, 10338, 86068
30, 10085, 86055
17, 10370, 85982
9, 9957, 85996
21, 10118, 85998
37, 10305, 86029
45, 9973, 86041
26, 10081, 86019
16, 10174, 85987
18, 10035, 86016
3, 10283, 85990
33, 9966, 86025
42, 10106, 85989
36, 9997, 86018
29, 10094, 86020
20, 10276, 86091
15, 10163, 86005
13, 10079, 86011
16, 9945, 86063
31, 10254, 85999
34, 10078, 85993
45, 10174, 86038
27, 10307, 86043
27, 10030, 86011
17, 10018, 86007
16, 10136, 86022
17, 10074, 86016
33, 10150, 86019
36, 10228, 85960
35, 10102, 85996
37, 10211, 85984
9, 10044, 86040
3, 10168, 86003
22, 10195, 86008
28, 10344, 86003
45, 9999, 86000
48, 10121, 86008
44, 10169, 86060
23, 10008, 85984
23, 10215, 86055
8, 10356, 86007
12, 10097, 85975
21, 10201, 86022
16, 10125, 86070
25, 9927, 85994
40, 10210, 86011
21, 10204, 85985
18, 9984, 86045
21, 10191, 85982
33, 10020, 85975
15, 10015, 86077
30, 10106, 86021
41, 10214, 86045
32, 10092, 86024
17, 10082, 86063
16, 10223, 85985
24, 9992, 86027
17, 10089, 86013
26, 10152, 86041
38, 10007, 86047
25, 10078, 85981
17, 10197, 85984
19, 10298, 86004
23, 9998, 85997
26, 10299, 85994
44, 9887, 86011
31, 10096, 86017
27, 10078, 86010
9, 10346, 85996
23, 10255, 86024
8, 10272, 86005
19, 10158, 86048
48, 10032, 85998
36, 10244, 86013
41, 10145, 86038
30, 10378, 86038
18, 9964, 86010
26, 10098, 86031
19, 10066, 86015
17, 10130, 86024
22, 10151, 86060
40, 10141, 86053
50, 10153, 85966
37, 9943, 85997
24, 10042, 86015
14, 9948, 86046
19, 10148, 86046
19, 10034, 86004
13, 9881, 85985
25, 10148, 85985
37, 10182, 86055
25, 10123, 86007
26, 10141, 86025
13, 10256, 86038
12, 10238, 86042
24, 10147, 86028
22, 10282, 86014
38, 10221, 86004
38, 10268, 86032
29, 10148, 86001
19, 10155, 85986
20, 10033, 86016
16, 10245, 86037
26, 10098, 86011
28, 10127, 85995
38, 10162, 86015
27, 10079, 85961
18, 10112, 86022
22, 10132, 85967
16, 10176, 86008
22, 10149, 85989
23, 10279, 86020
37, 10055, 86007
32, 10010, 86014
34, 10068, 85979
38, 9950, 86035
13, 10273, 86009
21, 10133, 86013
25, 10204, 86010
24, 10402, 86024
23, 10239, 86031
27, 10135, 86026
37, 10231, 86011
13, 10279, 86091
23, 10167, 85997
10, 10103, 86030
24, 10208, 85997
42, 10267, 85959
39, 9949, 86033
37, 10306, 85991
20, 10178, 85986
18, 10233, 86029
27, 10111, 86025
13, 10190, 86022
17, 10128, 86036
30, 9989, 85991
38, 10032, 86062
31, 10056, 86012
18, 10092, 85985
15, 10144, 86061
35, 10113, 86036
24, 10200, 86023
22, 10067, 85994
33, 10168, 86013
18, 10358, 85997
11, 10109, 86045
22, 9997, 85983
39, 10181, 86057
36, 10231, 86015
25, 10324, 86006
13, 10150, 85991
6, 9833, 86040
29, 9905, 86031
34, 10112, 85964
35, 10032, 86021
44, 10016, 86007
22, 10124, 86056
27, 10102, 86016
16, 10014, 86007
13, 10142, 86026
33, 10171, 86043
11, 10171, 86024
39, 10210, 85983
42, 10282, 85983
30, 10206, 86009
28, 10114, 86018
20, 10147, 86012
25, 10108, 86001
15, 10214, 86076
4, 10126, 86063
25, 10065, 85995
37, 10193, 85995
39, 10248, 85992
42, 9949, 86033
37, 10147, 86011
22, 10116, 86028
13, 10213, 86032
24, 10243, 86020
15, 10169, 85995
21, 10057, 85995
19, 10043, 86024
37, 10172, 86010
31, 10098, 85991
25, 10212, 85980
30, 10284, 85992
27, 10096, 85992
29, 10129, 86025
21, 10238, 86007
16, 10203, 85996
13, 10127, 85988
12, 10234, 86033
35, 10064, 85979
45, 10269, 86036
25, 10174, 86040
17, 10310, 86006
16, 10221, 85989
12, 10215, 86016
18, 10116, 86055
38, 10102, 86036
43, 10160, 86039
40, 9952, 85969
26, 10169, 86073
14, 10360, 86047
10, 10369, 85987
13, 10064, 85942
29, 9898, 86004
45, 9975, 85995
36, 10288, 86074
35, 9985, 85974
30, 10141, 86014
11, 10346, 86000
24, 10187, 86035
10, 9919, 85975
14, 10127, 86064
35, 10203, 86057
37, 10352, 86029
40, 10266, 86045
13, 10128, 86009
13, 9909, 85989
16, 10024, 86025
12, 9946, 86022
36, 9932, 85964
41, 10138, 86030
44, 10218, 85984
30, 10277, 85983
24, 9935, 85967
24, 10030, 86030
26, 10125, 86051
18, 10111, 86040
17, 10029, 86017
3, 10286, 86042
29, 10114, 85984
35, 10073, 86037
44, 10077, 86011
29, 10069, 85975
15, 9963, 86062
24, 10268, 86034
12, 10042, 86041
13, 10134, 86020
35, 10161, 86028
42, 10154, 86030
36, 10034, 86026
8, 9959, 86037
9, 10361, 85991
17, 10055, 86056
20, 10156, 86056
58, 10305, 86004
48, 10075, 86013
30, 9996, 85983
20, 10214, 86031
9, 10116, 86061
16, 10206, 86059
18, 10356, 85994
32, 9977, 86005
33, 10122, 86068
35, 10183, 86015
32, 10142, 86017
25, 10246, 86046
20, 9881, 86008
12, 10310, 86021
24, 10149, 85997
26, 10165, 86052
14, 10112, 85996
30, 10132, 86007
39, 10175, 85997
24, 10239, 86028
12, 10314, 85983
19, 10178, 86031
23, 10240, 85989
35, 10032, 86033
40, 10139, 85985
23, 10332, 86020
8, 10011, 85989
15, 10125, 86026
23, 10068, 85983
34, 10291, 86021
34, 10291, 86014
41, 10344, 86028
27, 10287, 86003
14, 10019, 86063
19, 10349, 85953
22, 10258, 85976
17, 10273, 86036
28, 10115, 86014
42, 10152, 86027
37, 10088, 86016
24, 10052, 86011
14, 10177, 86005
12, 10106, 86019
19, 10214, 86053
30, 10210, 86018
36, 10243, 85997
38, 10051, 86020
30, 10519, 85943
12, 10060, 86018
28, 10186, 86020
21, 10166, 85995
15, 10208, 86048
29, 10076, 85996
36, 10147, 86031
32, 10082, 86055
23, 10159, 86009
15, 9977, 86035
29, 10227, 86014
19, 10132, 85964
13, 10412, 85978
26, 10038, 85964
38, 10176, 86059
45, 10146, 86052
31, 10077, 86062
16, 10118, 86041
20, 10226, 86054
32, 10159, 85985
13, 9935, 86052
25, 10146, 86052
23, 10067, 86036
38, 10031, 86044
29, 10043, 86046
18, 10288, 85975
13, 10302, 86020
8, 10146, 86009
35, 9879, 85994
34, 10189, 85998
34, 10158, 86055
36, 10215, 85989
25, 10061, 85972
8, 10072, 86012
11, 10164, 85972
31, 10417, 86004
37, 9958, 86033
35, 10114, 85982
43, 10297, 86045
34, 10163, 86024
12, 10214, 85991
17, 10125, 86048
19, 10286, 86015
24, 10077, 85981
31, 10233, 86022
45, 10046, 86017
30, 9894, 86052
8, 10092, 86055
18, 10217, 85982
27, 10117, 86023
22, 10263, 85998
12, 9993, 86011
39, 10282, 86012
39, 10276, 86029
27, 10114, 86017
22, 10109, 86032
14, 10151, 86001
18, 10132, 86053
21, 10146, 86042
27, 10345, 86036
43, 9989, 86016
37, 10276, 85999
21, 10301, 86018
15, 10076, 86024
21, 10070, 85986
19, 10230, 86057
17, 10159, 85947
30, 10213, 86008
44, 10225, 86003
29, 9961, 85988
19, 10111, 85958
20, 10130, 86049
23, 10107, 86015
17, 10326, 86014
36, 10207, 86012
42, 9991, 85990
27, 10023, 86006
20, 10102, 86046
19, 10210, 85986
17, 9976, 86020
18, 10279, 86011
36, 10356, 85988
37, 10279, 86009
29, 10238, 86022
21, 10180, 86019
17, 10256, 86001
23, 10212, 86055
15, 10148, 86016
19, 10248, 86030
42, 10087, 85985
37, 10094, 86085
26, 10123, 86006
23, 10049, 85975
19, 10187, 85983
2, 10089, 86042
25, 10175, 86012
36, 10175, 86006
34, 10038, 85988
44, 10213, 86018
40, 10030, 86030
10, 10046, 85992
14, 10164, 86043
28, 10182, 86017
19, 9873, 86017
18, 10178, 86010
21, 10155, 86026
39, 10313, 86008
27, 10057, 85977
22, 10041, 86012
24, 10239, 85987
15, 10278, 86040
15, 9991, 86038
27, 10110, 85998
34, 10438, 85996
37, 10145, 86038
36, 10092, 85991
24, 10089, 85983
19, 10001, 86047
24, 10220, 86039
12, 10181, 86019
15, 10364, 86045
30, 10176, 85988
42, 9957, 85994
35, 10174, 86036
35, 10073, 85976
16, 10145, 85961
12, 10144, 86016
22, 10172, 86035
19, 10048, 85985
29, 10192, 86027
42, 9937, 86019
37, 10052, 86010
31, 10215, 86012
17, 10214, 86032
9, 10061, 86011
16, 10295, 85976
21, 10114, 86015
36, 10281, 86003
39, 10224, 85994
43, 10054, 86033
22, 10194, 86025
10, 10278, 86016
14, 10182, 86016
11, 10098, 86040
32, 10206, 86053
41, 10292, 86002
42, 10256, 86022
37, 10031, 86012
16, 10181, 85999
15, 10188, 85983
19, 10021, 86042
26, 10150, 86020
14, 10048, 86018
25, 10083, 85992
43, 10135, 86023
39, 10121, 85977
21, 10104, 86037
16, 10056, 86035
24, 10247, 86040
13, 10160, 85994
16, 10062, 86004
28, 10142, 86051
41, 9974, 85976
33, 10173, 86034
25, 10091, 86013
23, 10050, 86031
18, 10219, 85982
11, 10078, 86027
10, 10139, 86007
30, 10169, 86040
40, 9907, 86054
40, 9965, 86040
48, 10075, 86054
35, 10169, 86028
19, 10235, 86002
19, 10257, 86011
19, 10352, 86055
11, 10225, 86017
12, 10066, 86074
24, 9951, 86016
45, 10189, 86021
28, 9997, 86023
11, 10125, 86027
25, 10131, 85988
28, 10157, 86033
16, 10169, 85992
24, 10141, 86018
41, 10065, 86043
27, 10119, 86017
10, 10175, 86008
24, 9939, 86049
24, 10179, 86007
11, 10193, 86017
25, 10029, 86005
44, 9934, 86006
41, 10110, 86029
21, 10073, 86011
21, 10229, 86045
14, 10141, 86024
17, 10103, 85981
30, 10234, 86043
36, 10182, 86007
38, 10075, 86021
28, 9957, 86044
24, 10187, 86027
24, 10138, 86004
10, 10067, 86053
25, 10055, 85997
23, 10241, 86034
26, 10233, 86021
37, 10149, 85996
38, 10096, 85957
24, 10140, 86016
17, 10076, 85950
18, 9983, 86023
24, 10117, 86037
21, 10149, 85993
33, 10083, 86001
37, 10083, 86019
30, 9957, 85972
27, 10147, 85962
31, 10124, 86023
15, 10187, 86039
20, 10226, 86006
22, 10203, 86033
17, 10084, 86038
14, 10116, 86047
30, 10142, 86043
36, 10058, 86022
35, 10237, 86008
19, 10176, 86003
17, 10130, 85979
33, 10009, 86068
18, 10276, 85962
19, 10202, 85996
31, 10185, 86004
40, 9956, 86012
42, 10055, 85999
19, 9985, 86025
17, 10016, 86057
15, 9874, 85982
20, 10147, 86012
13, 10095, 86065
37, 10192, 86034
35, 10270, 85986
39, 10022, 86021
40, 10380, 85987
24, 10203, 86014
4, 10101, 86050
28, 10286, 85988
28, 10086, 86047
21, 9968, 86027
25, 10307, 85969
19, 10285, 86005
11, 10193, 86057
33, 10317, 85995
36, 10201, 86018
34, 10210, 86016
21, 10330, 85985
16, 10200, 85996
25, 9986, 86011
23, 10065, 85995
19, 10084, 85976
26, 10105, 86011
40, 10068, 86010
32, 10198, 86034
21, 10270, 86037
13, 10010, 86013
27, 10283, 86032
16, 10281, 86031
24, 10189, 86041
36, 10331, 86029
46, 10359, 86020
40, 10208, 86022
11, 10351, 86026
21, 10059, 86009
31, 10224, 86029
26, 10322, 86037
21, 10171, 85968
11, 10214, 85991
18, 10308, 86019
26, 10237, 86005
34, 10015, 85989
36, 10467, 86020
24, 10358, 85943
13, 10036, 85989
22, 10548, 86007
16, 10040, 86023
25, 10130, 85987
43, 10088, 86036
39, 10235, 85995
33, 9983, 86025
18, 10107, 86003
11, 10152, 86028
21, 10185, 85988
19, 10321, 86030
27, 10151, 86025
39, 10151, 86032
43, 10085, 86011
26, 10048, 85949
0, 10043, 85999
2, 10171, 86066
16, 10260, 85994
11, 10122, 85996
31, 10284, 86031
36, 10148, 86001
44, 10055, 86008
27, 10177, 86009
16, 10136, 85988
22, 10189, 86015
23, 10096, 86038
16, 10423, 86010
28, 10131, 86000
34, 10288, 86010
35, 10287, 86016
23, 9986, 86010
14, 10166, 86000
12, 10082, 86036
25, 10061, 86032
36, 10008, 86015
45, 10076, 86023
31, 10256, 86023
14, 10203, 86050
17, 10253, 86017
26, 10344, 86009
9, 10127, 86037
30, 10109, 86005
39, 10166, 86016
47, 10164, 86027
32, 10126, 86024
22, 10188, 86036
19, 10107, 86007
20, 10115, 86043
17, 10262, 85979
23, 10092, 86053
8, 10116, 85974
29, 10098, 86006
40, 10159, 86004
19, 10189, 86031
29, 10243, 86034
33, 10121, 86047
18, 10143, 86018
24, 10066, 85996
21, 10128, 86058
24, 10281, 86041
16, 9989, 86080
33, 10150, 86077
44, 10050, 86003
25, 10290, 86019
21, 10175, 85990
23, 10094, 86012
22, 10161, 86010
20, 9867, 86001
16, 10000, 86023
25, 10084, 85991
35, 10067, 85995
42, 10269, 86024
30, 10044, 86022
10, 10492, 86019
21, 10117, 85942
20, 10311, 86004
17, 10109, 86020
25, 10289, 85997
38, 10053, 86035
41, 10009, 86033
25, 10257, 85992
11, 10173, 85973
18, 10243, 86009
30, 10132, 85986
12, 10245, 85979
39, 10083, 85969
42, 10313, 86001
23, 9964, 86027
22, 10140, 85977
13, 10027, 86007
12, 10042, 86068
34, 10155, 86071
42, 10172, 86040
41, 10203, 86000
32, 10145, 86011
15, 10218, 86013
14, 10217, 86048
21, 9905, 86001
16, 10057, 86021
35, 10395, 85971
38, 10247, 86018
35, 10344, 85992
22, 10220, 85982
13, 10480, 85986
13, 10106, 86014
28, 10345, 86004
14, 10176, 86023
29, 9980, 85998
45, 10202, 86006
29, 10171, 86040
9, 10073, 86025
16, 10106, 86045
22, 10286, 86031
14, 10270, 86014
26, 10155, 86016
38, 10113, 86049
39, 10174, 86013
42, 10230, 86025
38, 10325, 86013
15, 10279, 86030
13, 10242, 86039
17, 10153, 86007
21, 10191, 85980
22, 10019, 86025
38, 10361, 86056
40, 10187, 86067
39, 10353, 85987
19, 10259, 86052
14, 10153, 86040
16, 10054, 85999
14, 10265, 86006
17, 10116, 86027
26, 10198, 86024
36, 10089, 86030
41, 9992, 86009
33, 10182, 85992
17, 10009, 86040
21, 10048, 86015
25, 10156, 85985
16, 10050, 86023
12, 10365, 86012
33, 10110, 85983
38, 10055, 85968
38, 10168, 86032
23, 9896, 85982
24, 10075, 86027
23, 10239, 86011
21, 10340, 85989
11, 10313, 85969
26, 10111, 86026
35, 9965, 85977
46, 10191, 86043
26, 10120, 86017
14, 10051, 86020
23, 10343, 85978
10, 9983, 86018
22, 10182, 86003
25, 10325, 85973
35, 10170, 86039
43, 10137, 85989
26, 10222, 85948
17, 10164, 86040
14, 10172, 85972
17, 10078, 85980
14, 10055, 86067
31, 10172, 86017
37, 9982, 86011
39, 9955, 86045
27, 10118, 86010
11, 10109, 86026
15, 10193, 85999
26, 10087, 86005
28, 10375, 86018
39, 10451, 85986
39, 10338, 86039
28, 10301, 86003
13, 10183, 86013
28, 10219, 86020
9, 9915, 86053
11, 10319, 86041
27, 10202, 85978
37, 10264, 85976
38, 10214, 85988
44, 10053, 86048
35, 10222, 85977
21, 10088, 86027
18, 10125, 86018
15, 10203, 86037
16, 10315, 86018
23, 10356, 86016
30, 10189, 86001
42, 9919, 86043
34, 10118, 85975
20, 10093, 86045
21, 10029, 85971
29, 10174, 86001
32, 10104, 85999
13, 10078, 86072
17, 10210, 86037
14, 10190, 86053
10, 10164, 86010
33, 10156, 86024
42, 10093, 85992
38, 10155, 86026
29, 10065, 86045
20, 10356, 86035
10, 10240, 86047
23, 10139, 86046
21, 10349, 86026
29, 10261, 86008
42, 10150, 85996
24, 10092, 85990
22, 10060, 86030
18, 10098, 86016
12, 10186, 85991
17, 10128, 85973
33, 10038, 86064
39, 10066, 86006
33, 10318, 86031
35, 10218, 86037
34, 10004, 86013
13, 10105, 86054
16, 10154, 86022
14, 10117, 86005
30, 10210, 85982
28, 10059, 86036
42, 10033, 85976
24, 10107, 85996
15, 10151, 86036
14, 10311, 85998
26, 10294, 85976
15, 10079, 86033
33, 10390, 86011
39, 10161, 86001
38, 10022, 86022
42, 10235, 86031
18, 10118, 86019
23, 10113, 86053
22, 10236, 86006
23, 10178, 86008
19, 10225, 86008
27, 10123, 86041
21, 10272, 86007
25, 10153, 85999
13, 10180, 86020
21, 10057, 86077
40, 10245, 85992
19, 10041, 86036
19, 10291, 86030
45, 10090, 86050
25, 10068, 85994
15, 10072, 86025
20, 9981, 86006
11, 10182, 85994
33, 10061, 86025
39, 10084, 86014
40, 10142, 85991
30, 10084, 85999
16, 10315, 86029
20, 10478, 86024
18, 10041, 85978
30, 10043, 85970
12, 10118, 86003
40, 10208, 85990
24, 10083, 86045
3, 10089, 86027
26, 10226, 85998
35, 10040, 85987
38, 10269, 86042
40, 10245, 86040
27, 10388, 85999
24, 10223, 86007
18, 10016, 86051
16, 10168, 85989
20, 10329, 86066
21, 10111, 85957
12, 10221, 85996
25, 10160, 85995
37, 10263, 86013
22, 9977, 86067
11, 10353, 86017
29, 10485, 86018
33, 10228, 86035
19, 10248, 86039
34, 10212, 86019
28, 10115, 86027
16, 10100, 86014
22, 10066, 86049
40, 10027, 86018
31, 10194, 86007
9, 10163, 86060
36, 10089, 86013
31, 10172, 85994
19, 10040, 86043
19, 10239, 86021
14, 10016, 86027
17, 9952, 86000
29, 10176, 86036
45, 10176, 85994
44, 10130, 86014
27, 10024, 85939
22, 10316, 86007
4, 9920, 86052
8, 10281, 86021
17, 10143, 86018
36, 9909, 86054
41, 10060, 86027
40, 9975, 86031
40, 10047, 86049
16, 10251, 86042
11, 10116, 85983
12, 9990, 86032
18, 10122, 85985
37, 10144, 86009
45, 10254, 86005
28, 10068, 86070
9, 10208, 86017
21, 10277, 86033
21, 10005, 86033
16, 10195, 85976
32, 10123, 85984
40, 10067, 85997
35, 10048, 86003
34, 10006, 86011
16, 10253, 86031
16, 10050, 85987
19, 10124, 86058
16, 10250, 86013
31, 10200, 86031
39, 10247, 86022
49, 10260, 86024
31, 10014, 85985
21, 9928, 86016
11, 10143, 86012
17, 10019, 86027
5, 10222, 85997
26, 10261, 86032
38, 10220, 86035
37, 10146, 86014
28, 9948, 86008
22, 10218, 85976
13, 10193, 86027
17, 10194, 85995
17, 10077, 86005
30, 10283, 86026
48, 10081, 86012
38, 10091, 86042
31, 10233, 86008
15, 10071, 86034
18, 10059, 86001
26, 10240, 85942
31, 10154, 86002
17, 10113, 86017
17, 10220, 85990
18, 10129, 86043
39, 10089, 86067
28, 10241, 86052
1, 10146, 86018
36, 10161, 86011
41, 10072, 86001
35, 10091, 86006
17, 10239, 86006
23, 10364, 86032
23, 10213, 86025
15, 10265, 86021
25, 9936, 86016
30, 10190, 86032
40, 10199, 86006
33, 10026, 86018
11, 10211, 86018
12, 9878, 86006
22, 10092, 86029
6, 10228, 86046
34, 10154, 86046
42, 10241, 85983
43, 10063, 86032
27, 10063, 86044
27, 9969, 86015
