#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B5DA1C
#Date Time: 2026-02-04 15:39:17.967
#Sample rate: 442.809Hz
#Samples: 8000
#Trigger: Source: Channel 2 Type: Edge Condition: Falling Level: -50 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 mV/div Offset: -10.6 mV Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.433595457996562,0.002734065038353583,0.000286655273936582
-0.4313371479965618,0.002734065038353583,0.000286655273936582
-0.4290788379965615,0.002734065038353583,0.000286655273936582
-0.4268205279965613,0.002734065038353583,0.000286655273936582
-0.4245622179965629,0.002734065038353583,0.000286655273936582
-0.4223039079965627,0.002734065038353583,0.000286655273936582
-0.4200455979965625,0.002734065038353583,0.000286655273936582
-0.4177872879965623,0.002734065038353583,0.000286655273936582
-0.4155289779965621,0.002734065038353583,0.000286655273936582
-0.4132706679965619,0.002734065038353583,0.000286655273936582
-0.4110123579965617,0.002734065038353583,0.000286655273936582
-0.4087540479965615,0.002734065038353583,0.000286655273936582
-0.406495737996563,0.002734065038353583,0.000286655273936582
-0.4042374279965628,0.002734065038353583,0.000286655273936582
-0.4019791179965626,0.002734065038353583,0.000286655273936582
-0.3997208079965624,0.002734065038353583,0.000286655273936582
-0.3974624979965622,0.002734065038353583,0.000286655273936582
-0.395204187996562,0.002734065038353583,0.000286655273936582
-0.3929458779965618,0.002734065038353583,0.000286655273936582
-0.3906875679965616,0.002734065038353583,0.000286655273936582
-0.3884292579965614,0.002734065038353583,0.000286655273936582
-0.3861709479965629,0.002734065038353583,0.000286655273936582
-0.3839126379965627,0.002734065038353583,0.000286655273936582
-0.3816543279965625,0.002734065038353583,0.000286655273936582
-0.3793960179965623,0.002734065038353583,0.000286655273936582
-0.3771377079965621,0.002734065038353583,0.000286655273936582
-0.3748793979965619,0.002734065038353583,0.000286655273936582
-0.3726210879965617,0.002734065038353583,0.000286655273936582
-0.3703627779965615,0.002734065038353583,0.000286655273936582
-0.368104467996563,0.002734065038353583,0.000286655273936582
-0.3658461579965628,0.002734065038353583,0.000286655273936582
-0.3635878479965626,0.002734065038353583,0.000286655273936582
-0.3613295379965624,0.002734065038353583,0.000286655273936582
-0.3590712279965622,0.002734065038353583,0.000286655273936582
-0.356812917996562,0.002734065038353583,0.000286655273936582
-0.3545546079965618,0.002734065038353583,0.000286655273936582
-0.3522962979965616,0.002734065038353583,0.000286655273936582
-0.3500379879965614,0.002734065038353583,0.000286655273936582
-0.347779677996563,0.002734065038353583,0.000286655273936582
-0.3455213679965627,0.002734065038353583,0.000286655273936582
-0.3432630579965625,0.002734065038353583,0.000286655273936582
-0.3410047479965623,0.002734065038353583,0.000286655273936582
-0.3387464379965621,0.002734065038353583,0.000286655273936582
-0.3364881279965619,0.002734065038353583,0.000286655273936582
-0.3342298179965617,0.002734065038353583,0.000286655273936582
-0.3319715079965615,0.002734065038353583,0.000286655273936582
-0.3297131979965631,0.002734065038353583,0.000286655273936582
-0.3274548879965629,0.002734065038353583,0.000286655273936582
-0.3251965779965627,0.002734065038353583,0.000286655273936582
-0.3229382679965624,0.002734065038353583,0.000286655273936582
-0.3206799579965622,0.002734065038353583,0.000286655273936582
-0.318421647996562,0.002734065038353583,0.000286655273936582
-0.3161633379965618,0.002734065038353583,0.000286655273936582
-0.3139050279965616,0.002734065038353583,0.000286655273936582
-0.3116467179965614,0.002734065038353583,0.000286655273936582
-0.309388407996563,0.002734065038353583,0.000286655273936582
-0.3071300979965628,0.002734065038353583,0.000286655273936582
-0.3048717879965626,0.002734065038353583,0.000286655273936582
-0.3026134779965624,0.002734065038353583,0.000286655273936582
-0.3003551679965621,0.002734065038353583,0.000286655273936582
-0.2980968579965619,0.002734065038353583,0.000286655273936582
-0.2958385479965617,0.002734065038353583,0.000286655273936582
-0.2935802379965615,0.002734065038353583,0.000286655273936582
-0.2913219279965613,0.002734065038353583,0.000286655273936582
-0.2890636179965629,0.002734065038353583,0.000286655273936582
-0.2868053079965627,0.002734065038353583,0.000286655273936582
-0.2845469979965625,0.002734065038353583,0.000286655273936582
-0.2822886879965623,0.002734065038353583,0.000286655273936582
-0.2800303779965621,0.002734065038353583,0.000286655273936582
-0.2777720679965618,0.002734065038353583,0.000286655273936582
-0.2755137579965616,0.002734065038353583,0.000286655273936582
-0.2732554479965614,0.002734065038353583,0.000286655273936582
-0.270997137996563,0.002734065038353583,0.000286655273936582
-0.2687388279965628,0.002734065038353583,0.000286655273936582
-0.2664805179965626,0.002734065038353583,0.000286655273936582
-0.2642222079965624,0.002734065038353583,0.000286655273936582
-0.2619638979965622,0.002734065038353583,0.000286655273936582
-0.259705587996562,0.002734065038353583,0.000286655273936582
-0.2574472779965618,0.002734065038353583,0.000286655273936582
-0.2551889679965615,0.002734065038353583,0.000286655273936582
-0.2529306579965613,0.002734065038353583,0.000286655273936582
-0.2506723479965629,0.002734065038353583,0.000286655273936582
-0.2484140379965627,0.002734065038353583,0.000286655273936582
-0.2461557279965625,0.002734065038353583,0.000286655273936582
-0.2438974179965623,0.002734065038353583,0.000286655273936582
-0.2416391079965621,0.002734065038353583,0.000286655273936582
-0.2393807979965619,0.002734065038353583,0.000286655273936582
-0.2371224879965617,0.002734065038353583,0.000286655273936582
-0.2348641779965615,0.002734065038353583,0.000286655273936582
-0.232605867996563,0.002734065038353583,0.000286655273936582
